0.0,0.0002021371851876
0.02,0.0002911578695483
0.04,0.0004725642173261
0.06,0.0009846384348005
0.08,0.0007755565191046
0.1,0.0021560002243891
0.12,0.0023552887615484
0.14,0.0015557433798754
0.16,0.0008213237914187
0.18,0.0029079554350786
0.2,0.0009887687824652
0.22,0.0029943781683494
0.24,0.007048585867182
0.26,0.0156124708149527
0.28,0.0122542513994281
0.3,0.0170085555791586
0.32,0.013368276750712
0.34,0.0129606927024218
0.36,0.0036994177662421
0.38,0.0083488826324885
0.4,0.0192755663796541
0.42,0.0379669165684379
0.44,0.0482551744130346
0.46,0.0539049097296935
0.48,0.0453948220140918
0.5,0.021077921639736
0.52,0.0144532704493137
0.54,-0.0145490029323866
0.56,-0.0375105346297846
0.58,-0.0257540573702095
0.6,-0.081023448997522
0.62,-0.128142701376835
0.64,-0.152861620486969
0.66,-0.146445032683753
0.68,-0.147231872464929
0.7,-0.112581731973446
0.72,-0.0704284742668932
0.74,-0.028253997331922
0.76,0.0003931468257083
0.78,-0.0252620322112475
0.8,-0.0245034242822552
0.82,-0.0162367265617724
0.84,-0.113969677572366
0.86,-0.0754741061955379
0.88,-0.108443114414018
0.9,-0.0325855262625202
0.92,-0.0007631047546338
0.94,-0.103352258048974
0.96,-0.0361903670275222
0.98,-0.0195802253227907
1.0,0.0053321698564737
1.02,-0.0615606222122478
1.04,-0.0077507175410736
1.06,-0.0195743434198804
1.08,-0.118621421659502
1.1,0.0118703953546133
1.12,-0.136404899810741
1.14,0.0468074642419488
1.16,0.137613699181653
1.18,0.293212800016085
1.2,0.46891670235172
1.22,0.538243069160983
1.24,0.607274573214782
1.26,0.529816816929613
1.28,0.521849360782379
1.3,0.368496077548511
1.32,0.329122747796536
1.34,0.247212246599337
1.36,0.111462908426475
1.38,-0.157297016863052
1.4,-0.18026918845226
1.42,-0.0777074815358225
1.44,-0.161397851507576
1.46,-0.130133924180518
1.48,-0.043365550113233
1.5,-0.0026491630568569
1.52,0.0506323873382215
1.54,0.0560828341161417
1.56,-0.0445588002922128
1.58,-0.313332518868137
1.6,-0.282514658256682
1.62,-0.382475738821149
1.64,-0.26579664747871
1.66,-0.206482907477209
1.68,0.0434630773455286
1.7,-0.0080158860384061
1.72,-0.151304906669562
1.74,-0.23122181596752
1.76,-0.400941727471127
1.78,-0.397321432230645
1.8,-0.508222888568578
1.82,-0.433921621648134
1.84,-0.620572026697721
1.86,-0.70739363950271
1.88,-0.814161614061529
1.9,-0.782996236437631
1.92,-0.557139014322852
1.94,-0.267647537471931
1.96,0.0749100865884861
1.98,0.353729285065716
2.0,0.659709846550351
2.02,0.418993389901971
2.04,0.534382836736539
2.06,0.267873628062178
2.08,0.342632829249849
2.1,0.349307770095443
2.12,0.298497066639983
2.14,0.16064882921041
2.16,0.152866369312571
2.18,0.193301503745191
2.2,0.0987059048577509
2.22,0.155359241716925
2.24,0.165017122162992
2.26,0.423277999816225
2.28,0.37856846269268
2.3,0.382621582535578
2.32,0.323830502848238
2.34,0.132753531208358
2.36,0.0367851335046252
2.38,0.248096163269255
2.4,0.304402738750396
2.42,0.416196075832979
2.44,0.578086209527396
2.46,0.416635913071052
2.48,0.591666265493388
2.5,0.454815285735466
2.52,0.140836168155659
2.54,-0.0676284771646673
2.56,-0.133328927738365
2.58,-0.334651572708077
2.6,-0.414880172230633
2.62,-0.758915121618506
2.64,-0.999797862814812
2.66,-0.839850516014826
2.68,-0.82772287412157
2.7,-0.544039561757879
2.72,-0.323415823208866
2.74,-0.165974371573762
2.76,0.0179692003819568
2.78,-0.227433888738243
2.8,-0.0842340347011484
2.82,-0.259658543579562
2.84,-0.382628020349716
2.86,-0.317685211613822
2.88,-0.103597373876051
2.9,-0.0274210505342854
2.92,-0.118654496702318
2.94,-0.151881229382392
2.96,-0.0222223756127442
2.98,-0.14375221922887
3.0,-0.129204380129506
3.02,-0.136134187812003
3.04,-0.111522426021432
3.06,-0.10850592033002
3.08,-0.0313336199720927
3.1,-0.070017479686983
3.12,-0.0022641853433872
3.14,0.0272624215069932
3.16,0.356582064021264
3.18,0.51276844859878
3.2,0.712925271295908
3.22,0.870370742779255
3.24,0.845235541152921
3.26,0.891015139274808
3.28,0.654257028355267
3.3,0.670205966829988
3.32,0.544375448609489
3.34,0.400129342028359
3.36,0.20541853103943
3.38,0.0777028196647533
3.4,-0.194455539462885
3.42,-0.258577358555221
3.44,-0.356021031158857
3.46,-0.138797163193458
3.48,0.117269182136717
3.5,0.0703720461372272
3.52,0.0786829282197933
3.54,0.0553293643644513
3.56,0.0221568305045277
3.58,-0.0642858802610439
3.6,-0.218295855258228
3.62,-0.240726044719373
3.64,-0.284947138567004
3.66,-0.135497686696841
3.68,-0.0477859470875093
3.7,0.112493584730805
3.72,-0.157585829790848
3.74,-0.216742989200481
3.76,-0.415363929411136
3.78,-0.476878040164884
3.8,-0.552211868714654
3.82,-0.55265484619042
3.84,-0.751376540258335
3.86,-0.780839147094878
3.88,-0.674062238273314
3.9,-0.706770112242006
3.92,-0.506657697893947
3.94,-0.209150037709231
3.96,0.0688486834995351
3.98,0.27250736398293
4.0,0.494859461389357
4.02,0.358761439327926
4.04,0.348449411320053
4.06,0.409267275915601
4.08,0.313333400780112
4.1,0.333717515301676
4.12,0.304054966012198
4.14,0.261602932214577
4.16,0.242811814934009
4.18,0.0879771508824159
4.2,0.156772871592419
4.22,0.290498242052521
4.24,0.270156340911364
4.26,0.284390078179508
4.28,0.322997242699495
4.3,0.286089516749827
4.32,0.300800871363028
4.34,0.183055101206555
4.36,0.0749424467366677
4.38,0.0414422311568105
4.4,0.274569709117163
4.42,0.479422962023094
4.44,0.611067556335397
4.46,0.619499673644541
4.48,0.463027940084089
4.5,0.517128624335143
4.52,0.26833574910844
4.54,-0.0516949795850699
4.56,-0.151680196888839
4.58,-0.401069997587908
4.6,-0.650417626454045
4.62,-0.593089338108709
4.64,-0.729688269777181
4.66,-0.905271242532953
4.68,-0.878467259395589
4.7,-0.474937619031201
4.72,-0.354246160214556
4.74,-0.390529077362642
4.76,-0.0825564916762893
4.78,-0.0857978423662157
4.8,-0.102832273567565
4.82,-0.209518747517583
4.84,-0.233624062504299
4.86,-0.32047288134977
4.88,-0.302555218547869
4.9,-0.137625103549294
4.92,0.0025989518306045
4.94,0.0208662318539272
4.96,-0.123344180580917
4.98,-0.0760433223462734
5.0,-0.0969873488817447
5.02,-0.153779853105592
5.04,0.0832852043022745
5.06,0.0465477635228025
