time_s,acceleration_ms2
0.0,0.0
0.02,5.927410530013888e-06
0.04,1.965347631183659e-05
0.06,2.961105950177046e-05
0.08,2.287243914954298e-05
0.1,-1.1492366442194933e-05
0.12,-3.056151342766755e-05
0.14,5.9567501235607464e-05
0.16,0.00024597817553627507
0.18,0.00036093151724641247
0.2,0.00033840882811238693
0.22,0.0003374242352147693
0.24,0.0003888983345718454
0.26,0.00016245252458906608
0.28,-0.0006015685909862494
0.3,-0.0016810602532432415
0.32,-0.0027038656768625
0.34,-0.003500111111111105
0.36,-0.0037422042463912905
0.38,-0.0028460578593262954
0.4,-0.0009103675678140646
0.42,0.0008674195564289299
0.44,0.0016096313653529404
0.46,0.0019921163693630097
0.48,0.003013458655813477
0.5,0.0042091373461826094
0.52,0.004437400160681979
0.54,0.0038226960874662734
0.56,0.003329009148433828
0.58,0.0029742570196805234
0.6,0.002292013000151474
0.62,0.0019402747990312375
0.64,0.0025565700704838425
0.66,0.0025032058918610573
0.68,-0.00037898199494149136
0.7000000000000001,-0.004749993925745853
0.72,-0.00661364900597683
0.74,-0.004677049557809083
0.76,-0.001764296978228737
0.78,-0.0002973100533784485
0.8,9.859076372689592e-05
0.8200000000000001,-0.0004523908258653759
0.84,-0.003387288014665185
0.86,-0.00812797874489667
0.88,-0.011297458823772002
0.9,-0.01189214812548735
0.92,-0.012960021844730859
0.9400000000000001,-0.015061267329270715
0.96,-0.012681921308919382
0.98,-0.0016636872631146098
1.0,0.013581654624874146
1.02,0.025144420896555945
1.04,0.030442872811542808
1.06,0.03099094728813231
1.08,0.02652362501541956
1.1,0.017155260487917275
1.12,0.008089093590485062
1.1400000000000001,0.004187818724042147
1.16,0.001842404069410717
1.18,-0.005505108079612582
1.2,-0.015284963552266174
1.22,-0.01853598581324629
1.24,-0.014340303071400263
1.26,-0.011537879157743633
1.28,-0.01490199796660884
1.3,-0.01957330601941754
1.32,-0.021152981643219045
1.34,-0.020757204623512802
1.36,-0.01714060536283694
1.3800000000000001,-0.005606322939037475
1.4000000000000001,0.009883136850148935
1.42,0.015270754874096395
1.44,0.0049524121558151045
1.46,-0.008452251752201122
1.48,-0.011406688467818279
1.5,-0.006472202150264938
1.52,-0.00225617308632606
1.54,0.0032205177258811768
1.56,0.01639387165761692
1.58,0.03388419845460612
1.6,0.04815003760727261
1.62,0.059918442287849955
1.6400000000000001,0.06988161216103503
1.6600000000000001,0.06527011644275499
1.68,0.03359975117745594
1.7,-0.013314573326477572
1.72,-0.04815337577280584
1.74,-0.060539743439744
1.76,-0.0627729193774949
1.78,-0.06393434666155617
1.8,-0.059187304502411844
1.82,-0.04743255673381658
1.84,-0.037495527931295625
1.86,-0.030089311246230932
1.8800000000000001,-0.014723825842370246
1.9000000000000001,0.006814370222762074
1.92,0.015667095656584577
1.94,0.006720426409337169
1.96,0.0029000017079380937
1.98,0.022366092757912393
2.0,0.05010002841569897
2.02,0.06046551481667149
2.04,0.05111869188708679
2.06,0.03490485891714247
2.08,0.015461768865091064
2.1,-0.005068133601008021
2.12,-0.009538587913146419
2.14,0.013918129013193394
2.16,0.044829522491486314
2.18,0.052941078474131646
2.2,0.040947468201598856
2.22,0.03435871076100169
2.24,0.03387736603381389
2.2600000000000002,0.012274297553122343
2.2800000000000002,-0.039887680655395184
2.3000000000000003,-0.09880898599618715
2.32,-0.142121939640085
2.34,-0.16578899999999966
2.36,-0.16082238248997635
2.38,-0.11164272949008261
2.4,-0.032773232441306546
2.42,0.028797935885886757
2.44,0.04949949016924219
2.46,0.056973021837604505
2.48,0.0804426046732427
2.5,0.10522843365456468
2.52,0.1042132617618147
2.54,0.08457649546604049
2.56,0.06956949730604588
2.58,0.05885209401248948
2.6,0.043038910780622254
2.62,0.0346483411302546
2.64,0.04350163760557663
2.66,0.04066043068974295
2.68,-0.00588667880723992
2.7,-0.07066827697691257
2.72,-0.09438738581369388
2.74,-0.06412238360154705
2.7600000000000002,-0.02326819366578078
2.7800000000000002,-0.003776678199424094
2.8000000000000003,0.0012077368556553951
2.82,-0.0053503759720574156
2.84,-0.03871954394994799
2.86,-0.08989131279307293
2.88,-0.12100418707114487
2.9,-0.12347279720413451
2.92,-0.13055568319578595
2.94,-0.14733314880860598
2.96,-0.12056632133271236
2.98,-0.01538339064073604
3.0,0.12223489162386689
3.02,0.22042212259222246
3.04,0.2601154339637151
3.06,0.2582652492231715
3.08,0.21571820674406306
3.1,0.1362496308172603
3.12,0.06277301709759076
3.14,0.03177148160323592
3.16,0.01367234696455733
3.18,-0.03998122302806176
3.2,-0.10869307414944757
3.22,-0.12912423764180472
3.24,-0.09790502440318131
3.2600000000000002,-0.0772360572794383
3.2800000000000002,-0.09785257258542844
3.3000000000000003,-0.12612621452748815
3.3200000000000003,-0.13381348993584524
3.34,-0.12895916234019772
3.36,-0.10462293377178052
3.38,-0.03363204987646494
3.4,0.058290337748837254
3.42,0.08858007206376703
3.44,0.028262376778092978
3.46,-0.047469964851121094
3.48,-0.06306590578007003
3.5,-0.035237545040331976
3.52,-0.012099587521128472
3.54,0.017017304745172452
3.56,0.08537531715975484
3.58,0.17395987865470802
3.6,0.24375956538681812
3.62,0.29919038070297893
3.64,0.34425320065766196
3.66,0.3172929205329394
3.68,0.1612178537222135
3.7,-0.06307145634584177
3.72,-0.22524529316333117
3.74,-0.27969537433536906
3.7600000000000002,-0.28649871674563304
3.7800000000000002,-0.28832202968027376
3.8000000000000003,-0.26378539414037694
3.8200000000000003,-0.20895871298228938
3.84,-0.1633075545438674
3.86,-0.1295868602856825
3.88,-0.062714566478435
3.9,0.028710961520280492
3.92,0.06530676505461706
3.94,0.0277195268912708
3.96,0.011837949495836301
3.98,0.09037033356862374
4.0,0.20040011366279628
4.0200000000000005,0.23947331282309067
4.04,0.2004851118570449
4.0600000000000005,0.13558246122316323
4.08,0.059491214227960554
4.1,-0.019318667989328794
4.12,-0.0360252328837912
4.14,0.052089956335599694
4.16,0.16628124666252336
4.18,0.19464011857828228
4.2,0.14923829319756451
4.22,0.124152598148734
4.24,0.1213794913124797
4.26,0.04361129342060152
4.28,-0.14055834282044252
4.3,-0.3453644898051917
4.32,-0.4927795196081901
4.34,-0.5703001111111098
4.36,-0.548902822856481
4.38,-0.37811573681758553
4.4,-0.11015447570549783
4.42,0.09606720760894541
4.44,0.16390304175630982
4.46,0.18727023616645266
4.48,0.2625057317953112
4.5,0.3409401250407893
4.5200000000000005,0.3352731517854886
4.54,0.27020535897263237
4.5600000000000005,0.2207336882298278
4.58,0.18546137023670214
4.6000000000000005,0.13471943078667908
4.62,0.1077367362654581
4.64,0.13437971432980603
4.66,0.12479021548507428
4.68,-0.017951157538933737
4.7,-0.21413748126474605
4.72,-0.2842236072815457
4.74,-0.19189568781050134
4.76,-0.06920833658918986
4.78,-0.011165448756760893
4.8,0.0035492674941696206
4.82,-0.01563076237780377
4.84,-0.11245642590184453
4.86,-0.25957221033391625
4.88,-0.34742020068806234
4.9,-0.35250676110240925
4.92,-0.37064682512085656
4.94,-0.4159677946996272
4.96,-0.3385368438297654
4.98,-0.04296138025837461
5.0,0.3395413656218538
5.0200000000000005,0.6090440833925106
5.04,0.7149571727160537
5.0600000000000005,0.7061942132310659
5.08,0.5868306555194828
5.1000000000000005,0.36876721098406784
5.12,0.1690455476868728
5.14,0.08513426866859726
5.16,0.03645594068854216
5.18,-0.10608680123197432
5.2,-0.28701764892588566
5.22,-0.3393415451717674
5.24,-0.2560811040669045
5.26,-0.20107421603980244
5.28,-0.25356680915057755
5.3,-0.32533382608606
5.32,-0.34359512606694625
5.34,-0.3296414257976407
5.36,-0.26624282862897863
5.38,-0.08520880785374632
5.4,0.147036872729772
5.42,0.2224756018068853
5.44,0.07067886977928324
5.46,-0.1182093959166467
5.48,-0.15638578221510124
5.5,-0.08701516224245727
5.5200000000000005,-0.029755235634343753
5.54,0.04167770359067722
5.5600000000000005,0.20824851696043783
5.58,0.42262135745953944
5.6000000000000005,0.589837960689095
5.62,0.7211126537861489
5.64,0.8264820531668883
5.66,0.7588065547661242
5.68,0.3840733462257614
5.7,-0.14968528974992618
5.72,-0.5325518556939379
5.74,-0.6588186190234133
5.76,-0.6723446571341551
5.78,-0.6741397004822411
5.8,-0.6145249763768942
5.82,-0.4850424268537995
5.84,-0.3777195998976893
5.86,-0.29866311494712333
5.88,-0.14403221033399813
5.9,0.06570865026436047
5.92,0.14894620801294478
5.94,0.06300372974186288
5.96,0.026815051194481933
5.98,0.20401500445364798
6.0,0.45090025574129383
6.0200000000000005,0.5370293214298
6.04,0.4481189133861901
6.0600000000000005,0.302062417977555
6.08,0.13211120852776265
6.1000000000000005,-0.04276309553141275
6.12,-0.07949049642536671
6.140000000000001,0.11457504946847072
6.16,0.3646011506886457
6.18,0.42545805182967783
6.2,0.325210883816
6.22,0.2697190863984144
6.24,0.26289527417057695
6.26,0.09417344012703205
6.28,-0.3026135550861216
6.3,-0.7413475716802544
6.32,-1.054676605581176
6.34,-1.21703344444444
6.36,-1.1679835253459006
6.38,-0.8022650798418401
6.4,-0.2330540973604081
6.42,0.2026752347255962
6.44,0.34482028612655063
6.46,0.39288375935589676
6.48,0.5492028400220084
6.5,0.7113442115048715
6.5200000000000005,0.6976170702317079
6.54,0.5607092866072433
6.5600000000000005,0.4568215819197871
6.58,0.38280208569232305
6.6000000000000005,0.2773335730183251
6.62,0.22120546020465082
